"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
13 Feb 2019 04:21:00.000,-2084.970056,-3719.695863,5738.437906,-2.248554,-5.580029,-4.423293
13 Feb 2019 04:21:30.000,-2151.395241,-3885.249039,5602.944893,-2.179429,-5.455938,-4.608830
13 Feb 2019 04:22:00.000,-2215.714429,-4046.998909,5461.952911,-2.108165,-5.326496,-4.789860
13 Feb 2019 04:22:30.000,-2277.864472,-4204.786800,5315.599887,-2.034832,-5.191828,-4.966203
13 Feb 2019 04:23:00.000,-2337.784341,-4358.457895,5164.029039,-1.959500,-5.052065,-5.137685
13 Feb 2019 04:23:30.000,-2395.415183,-4507.861393,5007.388740,-1.882243,-4.907345,-5.304137
13 Feb 2019 04:24:00.000,-2450.700381,-4652.850654,4845.832377,-1.803136,-4.757807,-5.465395
13 Feb 2019 04:24:30.000,-2503.585616,-4793.283353,4679.518199,-1.722258,-4.603599,-5.621298
13 Feb 2019 04:25:00.000,-2554.018918,-4929.021622,4508.609170,-1.639688,-4.444871,-5.771692
13 Feb 2019 04:25:30.000,-2601.950721,-5059.932189,4333.272805,-1.555506,-4.281779,-5.916429
13 Feb 2019 04:26:00.000,-2647.333913,-5185.886515,4153.681008,-1.469795,-4.114483,-6.055364
13 Feb 2019 04:26:30.000,-2690.123888,-5306.760928,3970.009908,-1.382639,-3.943147,-6.188359
13 Feb 2019 04:27:00.000,-2730.278587,-5422.436742,3782.439679,-1.294125,-3.767939,-6.315283
13 Feb 2019 04:27:30.000,-2767.758546,-5532.800387,3591.154370,-1.204338,-3.589032,-6.436010
13 Feb 2019 04:28:00.000,-2802.526935,-5637.743520,3396.341716,-1.113369,-3.406602,-6.550420
13 Feb 2019 04:28:30.000,-2834.549596,-5737.163138,3198.192957,-1.021305,-3.220829,-6.658399
13 Feb 2019 04:29:00.000,-2863.795081,-5830.961685,2996.902646,-0.928239,-3.031896,-6.759839
13 Feb 2019 04:29:30.000,-2890.234681,-5919.047154,2792.668456,-0.834262,-2.839989,-6.854641
13 Feb 2019 04:30:00.000,-2913.842461,-6001.333176,2585.690979,-0.739467,-2.645299,-6.942710
13 Feb 2019 04:30:30.000,-2934.595283,-6077.739115,2376.173531,-0.643947,-2.448017,-7.023958
13 Feb 2019 04:31:00.000,-2952.472830,-6148.190148,2164.321943,-0.547798,-2.248339,-7.098306
13 Feb 2019 04:31:30.000,-2967.457633,-6212.617343,1950.344353,-0.451114,-2.046462,-7.165680
13 Feb 2019 04:32:00.000,-2979.535081,-6270.957731,1734.451002,-0.353991,-1.842586,-7.226014
13 Feb 2019 04:32:30.000,-2988.693443,-6323.154366,1516.854017,-0.256524,-1.636913,-7.279247
13 Feb 2019 04:33:00.000,-2994.923877,-6369.156389,1297.767199,-0.158812,-1.429646,-7.325328
13 Feb 2019 04:33:30.000,-2998.220438,-6408.919074,1077.405802,-0.060949,-1.220992,-7.364212
13 Feb 2019 04:34:00.000,-2998.580086,-6442.403877,855.986324,0.036966,-1.011156,-7.395862
13 Feb 2019 04:34:30.000,-2996.002691,-6469.578472,633.726279,0.134838,-0.800346,-7.420246
13 Feb 2019 04:35:00.000,-2990.491025,-6490.416784,410.843980,0.232568,-0.588772,-7.437343
13 Feb 2019 04:35:30.000,-2982.050766,-6504.899011,187.558319,0.330061,-0.376642,-7.447135
13 Feb 2019 04:36:00.000,-2970.690487,-6513.011646,-35.911457,0.427220,-0.164168,-7.449617
13 Feb 2019 04:36:30.000,-2956.421651,-6514.747487,-259.345968,0.523949,0.048442,-7.444785
13 Feb 2019 04:37:00.000,-2939.258591,-6510.105637,-482.525920,0.620153,0.260977,-7.432648
13 Feb 2019 04:37:30.000,-2919.218499,-6499.091510,-705.232331,0.715736,0.473226,-7.413219
13 Feb 2019 04:38:00.000,-2896.321408,-6481.716813,-927.246749,0.810604,0.684980,-7.386520
13 Feb 2019 04:38:30.000,-2870.590165,-6457.999537,-1148.351474,0.904664,0.896030,-7.352579
13 Feb 2019 04:39:00.000,-2842.050411,-6427.963929,-1368.329775,0.997823,1.106168,-7.311432
13 Feb 2019 04:39:30.000,-2810.730550,-6391.640466,-1586.966111,1.089990,1.315186,-7.263122
13 Feb 2019 04:40:00.000,-2776.661717,-6349.065820,-1804.046344,1.181073,1.522880,-7.207700
13 Feb 2019 04:40:30.000,-2739.877751,-6300.282811,-2019.357954,1.270984,1.729044,-7.145224
13 Feb 2019 04:41:00.000,-2700.415147,-6245.340362,-2232.690251,1.359634,1.933476,-7.075757
13 Feb 2019 04:41:30.000,-2658.313031,-6184.293443,-2443.834585,1.446938,2.135976,-6.999372
13 Feb 2019 04:42:00.000,-2613.613103,-6117.203007,-2652.584551,1.532808,2.336344,-6.916146
13 Feb 2019 04:42:30.000,-2566.359606,-6044.135927,-2858.736196,1.617162,2.534386,-6.826164
13 Feb 2019 04:43:00.000,-2516.599268,-5965.164919,-3062.088214,1.699917,2.729908,-6.729519
13 Feb 2019 04:43:30.000,-2464.381262,-5880.368462,-3262.442149,1.780993,2.922718,-6.626308
13 Feb 2019 04:44:00.000,-2409.757146,-5789.830716,-3459.602586,1.860312,3.112630,-6.516636
13 Feb 2019 04:44:30.000,-2352.780815,-5693.641430,-3653.377342,1.937795,3.299457,-6.400614
13 Feb 2019 04:45:00.000,-2293.508439,-5591.895842,-3843.577649,2.013369,3.483020,-6.278359
13 Feb 2019 04:45:30.000,-2231.998409,-5484.694584,-4030.018339,2.086960,3.663139,-6.149993
13 Feb 2019 04:46:00.000,-2168.311277,-5372.143573,-4212.518022,2.158497,3.839641,-6.015646
13 Feb 2019 04:46:30.000,-2102.509688,-5254.353895,-4390.899254,2.227912,4.012355,-5.875452
13 Feb 2019 04:47:00.000,-2034.658321,-5131.441697,-4564.988713,2.295138,4.181115,-5.729550
13 Feb 2019 04:47:30.000,-1964.823821,-5003.528059,-4734.617354,2.360110,4.345757,-5.578087
13 Feb 2019 04:48:00.000,-1893.074732,-4870.738874,-4899.620577,2.422767,4.506124,-5.421214
13 Feb 2019 04:48:30.000,-1819.481424,-4733.204714,-5059.838374,2.483048,4.662062,-5.259084
13 Feb 2019 04:49:00.000,-1744.116028,-4591.060700,-5215.115478,2.540896,4.813422,-5.091860
13 Feb 2019 04:49:30.000,-1667.052358,-4444.446363,-5365.301513,2.596257,4.960059,-4.919707
13 Feb 2019 04:50:00.000,-1588.365843,-4293.505506,-5510.251124,2.649077,5.101833,-4.742794
13 Feb 2019 04:50:30.000,-1508.133445,-4138.386052,-5649.824116,2.699307,5.238609,-4.561294
13 Feb 2019 04:51:00.000,-1426.433591,-3979.239906,-5783.885580,2.746899,5.370256,-4.375388
13 Feb 2019 04:51:30.000,-1343.346089,-3816.222795,-5912.306013,2.791809,5.496651,-4.185256
13 Feb 2019 04:52:00.000,-1258.952053,-3649.494121,-6034.961438,2.833994,5.617673,-3.991085
13 Feb 2019 04:52:30.000,-1173.333824,-3479.216798,-6151.733512,2.873414,5.733207,-3.793065
13 Feb 2019 04:53:00.000,-1086.574890,-3305.557097,-6262.509634,2.910034,5.843145,-3.591388
13 Feb 2019 04:53:30.000,-998.759803,-3128.684483,-6367.183045,2.943818,5.947383,-3.386251
13 Feb 2019 04:54:00.000,-909.974102,-2948.771449,-6465.652919,2.974736,6.045822,-3.177853
13 Feb 2019 04:54:30.000,-820.304227,-2765.993350,-6557.824455,3.002758,6.138370,-2.966396
13 Feb 2019 04:55:00.000,-729.837439,-2580.528237,-6643.608959,3.027858,6.224940,-2.752086
13 Feb 2019 04:55:30.000,-638.661734,-2392.556682,-6722.923921,3.050014,6.305451,-2.535129
13 Feb 2019 04:56:00.000,-546.865764,-2202.261610,-6795.693086,3.069206,6.379828,-2.315736
13 Feb 2019 04:56:30.000,-454.538749,-2009.828121,-6861.846523,3.085414,6.448000,-2.094118
13 Feb 2019 04:57:00.000,-361.770396,-1815.443320,-6921.320680,3.098625,6.509903,-1.870488
13 Feb 2019 04:57:30.000,-268.650813,-1619.296135,-6974.058443,3.108827,6.565481,-1.645063
13 Feb 2019 04:58:00.000,-175.270424,-1421.577145,-7020.009183,3.116011,6.614681,-1.418058
13 Feb 2019 04:58:30.000,-81.719885,-1222.478393,-7059.128802,3.120169,6.657457,-1.189693
13 Feb 2019 04:59:00.000,11.909997,-1022.193214,-7091.379764,3.121300,6.693769,-0.960187
13 Feb 2019 04:59:30.000,105.528355,-820.916052,-7116.731133,3.119401,6.723583,-0.729760
13 Feb 2019 05:00:00.000,199.044344,-618.842276,-7135.158600,3.114475,6.746872,-0.498633
13 Feb 2019 05:00:30.000,292.367222,-416.168001,-7146.644497,3.106528,6.763613,-0.267028
13 Feb 2019 05:01:00.000,385.406439,-213.089904,-7151.177816,3.095566,6.773791,-0.035167
13 Feb 2019 05:01:30.000,478.071720,-9.805040,-7148.754222,3.081601,6.777396,0.196727
13 Feb 2019 05:02:00.000,570.273149,193.489336,-7139.376049,3.064645,6.774425,0.428431
13 Feb 2019 05:02:30.000,661.921248,396.595959,-7123.052303,3.044716,6.764880,0.659725
13 Feb 2019 05:03:00.000,752.927069,599.317733,-7099.798652,3.021830,6.748771,0.890386
13 Feb 2019 05:03:30.000,843.202268,801.457916,-7069.637416,2.996012,6.726111,1.120191
13 Feb 2019 05:04:00.000,932.659194,1002.820302,-7032.597545,2.967284,6.696923,1.348922
13 Feb 2019 05:04:30.000,1021.210966,1203.209405,-6988.714593,2.935673,6.661232,1.576358
13 Feb 2019 05:05:00.000,1108.771558,1402.430640,-6938.030693,2.901211,6.619072,1.802280
13 Feb 2019 05:05:30.000,1195.255877,1600.290506,-6880.594517,2.863928,6.570482,2.026472
13 Feb 2019 05:06:00.000,1280.579844,1796.596768,-6816.461234,2.823861,6.515508,2.248716
13 Feb 2019 05:06:30.000,1364.660473,1991.158636,-6745.692467,2.781046,6.454200,2.468800
13 Feb 2019 05:07:00.000,1447.415952,2183.786944,-6668.356235,2.735525,6.386616,2.686511
13 Feb 2019 05:07:30.000,1528.765715,2374.294331,-6584.526897,2.687340,6.312818,2.901638
13 Feb 2019 05:08:00.000,1608.630524,2562.495416,-6494.285089,2.636537,6.232876,3.113973
13 Feb 2019 05:08:30.000,1686.932543,2748.206977,-6397.717650,2.583163,6.146864,3.323311
13 Feb 2019 05:09:00.000,1763.595411,2931.248122,-6294.917550,2.527270,6.054864,3.529450
13 Feb 2019 05:09:30.000,1838.544320,3111.440466,-6185.983807,2.468909,5.956961,3.732187
13 Feb 2019 05:10:00.000,1911.706082,3288.608301,-6071.021402,2.408137,5.853248,3.931328
13 Feb 2019 05:10:30.000,1983.009204,3462.578765,-5950.141183,2.345011,5.743821,4.126676
13 Feb 2019 05:11:00.000,2052.383959,3633.182010,-5823.459770,2.279590,5.628786,4.318042
13 Feb 2019 05:11:30.000,2119.762450,3800.251367,-5691.099447,2.211938,5.508249,4.505239
13 Feb 2019 05:12:00.000,2185.078681,3963.623512,-5553.188059,2.142118,5.382326,4.688084
13 Feb 2019 05:12:30.000,2248.268621,4123.138624,-5409.858890,2.070197,5.251135,4.866396
13 Feb 2019 05:13:00.000,2309.270270,4278.640541,-5261.250547,1.996244,5.114802,5.040000
13 Feb 2019 05:13:30.000,2368.023718,4429.976922,-5107.506834,1.920329,4.973456,5.208727
13 Feb 2019 05:14:00.000,2424.471209,4576.999391,-4948.776616,1.842526,4.827232,5.372408
13 Feb 2019 05:14:30.000,2478.557199,4719.563692,-4785.213689,1.762909,4.676270,5.530882
13 Feb 2019 05:15:00.000,2530.228411,4857.529831,-4616.976632,1.681554,4.520713,5.683991
13 Feb 2019 05:15:30.000,2579.433892,4990.762222,-4444.228662,1.598541,4.360712,5.831585
13 Feb 2019 05:16:00.000,2626.125067,5119.129820,-4267.137485,1.513948,4.196420,5.973516
13 Feb 2019 05:16:30.000,2670.255786,5242.506260,-4085.875132,1.427857,4.027996,6.109641
13 Feb 2019 05:17:00.000,2711.782377,5360.769983,-3900.617803,1.340353,3.855600,6.239826
13 Feb 2019 05:17:30.000,2750.663689,5473.804366,-3711.545696,1.251520,3.679401,6.363940
13 Feb 2019 05:18:00.000,2786.861137,5581.497843,-3518.842836,1.161444,3.499569,6.481857
13 Feb 2019 05:18:30.000,2820.338745,5683.744018,-3322.696903,1.070212,3.316277,6.593460
13 Feb 2019 05:19:00.000,2851.063182,5780.441782,-3123.299044,0.977914,3.129705,6.698635
13 Feb 2019 05:19:30.000,2879.003804,5871.495417,-2920.843695,0.884639,2.940032,6.797276
13 Feb 2019 05:20:00.000,2904.132679,5956.814697,-2715.528390,0.790479,2.747445,6.889283
13 Feb 2019 05:20:30.000,2926.424629,6036.314988,-2507.553567,0.695526,2.552131,6.974563
13 Feb 2019 05:21:00.000,2945.857248,6109.917337,-2297.122375,0.599873,2.354280,7.053028
13 Feb 2019 05:21:30.000,2962.410937,6177.548558,-2084.440471,0.503613,2.154088,7.124598
13 Feb 2019 05:22:00.000,2976.068917,6239.141310,-1869.715821,0.406841,1.951748,7.189200
13 Feb 2019 05:22:30.000,2986.817260,6294.634172,-1653.158489,0.309653,1.747461,7.246766
13 Feb 2019 05:23:00.000,2994.644895,6343.971712,-1434.980437,0.212143,1.541426,7.297239
13 Feb 2019 05:23:30.000,2999.543630,6387.104545,-1215.395302,0.114409,1.333847,7.340564
13 Feb 2019 05:24:00.000,3001.508160,6423.989392,-994.618196,0.016545,1.124928,7.376696
13 Feb 2019 05:24:30.000,3000.536072,6454.589126,-772.865480,-0.081350,0.914874,7.405598
13 Feb 2019 05:25:00.000,2996.627855,6478.872815,-550.354552,-0.179181,0.703892,7.427239
13 Feb 2019 05:25:30.000,2989.786898,6496.815759,-327.303628,-0.276850,0.492192,7.441595
13 Feb 2019 05:26:00.000,2980.019491,6508.399518,-103.931520,-0.374261,0.279981,7.448649
13 Feb 2019 05:26:30.000,2967.334817,6513.611932,119.542580,-0.471318,0.067470,7.448393
13 Feb 2019 05:27:00.000,2951.744949,6512.447144,342.899328,-0.567925,-0.145131,7.440825
13 Feb 2019 05:27:30.000,2933.264834,6504.905599,565.919444,-0.663985,-0.357612,7.425952
13 Feb 2019 05:28:00.000,2911.912283,6490.994055,788.383938,-0.759404,-0.569762,7.403786
13 Feb 2019 05:28:30.000,2887.707953,6470.725572,1010.074329,-0.854088,-0.781372,7.374348
13 Feb 2019 05:29:00.000,2860.675325,6444.119505,1230.772868,-0.947942,-0.992233,7.337667
13 Feb 2019 05:29:30.000,2830.840685,6411.201481,1450.262758,-1.040873,-1.202134,7.293778
13 Feb 2019 05:30:00.000,2798.233093,6372.003379,1668.328373,-1.132790,-1.410870,7.242723
13 Feb 2019 05:30:30.000,2762.884357,6326.563295,1884.755478,-1.223601,-1.618232,7.184552
13 Feb 2019 05:31:00.000,2724.828999,6274.925504,2099.331443,-1.313216,-1.824015,7.119323
13 Feb 2019 05:31:30.000,2684.104223,6217.140415,2311.845461,-1.401547,-2.028017,7.047100
13 Feb 2019 05:32:00.000,2640.749872,6153.264520,2522.088759,-1.488506,-2.230035,6.967954
13 Feb 2019 05:32:30.000,2594.808393,6083.360334,2729.854807,-1.574007,-2.429869,6.881964
13 Feb 2019 05:33:00.000,2546.324790,6007.496336,2934.939530,-1.657966,-2.627322,6.789214
13 Feb 2019 05:33:30.000,2495.346579,5925.746888,3137.141509,-1.740300,-2.822199,6.689797
13 Feb 2019 05:34:00.000,2441.923739,5838.192170,3336.262184,-1.820928,-3.014308,6.583811
13 Feb 2019 05:34:30.000,2386.108661,5744.918089,3532.106054,-1.899769,-3.203458,6.471361
13 Feb 2019 05:35:00.000,2327.956095,5646.016191,3724.480870,-1.976747,-3.389464,6.352560
13 Feb 2019 05:35:30.000,2267.523094,5541.583570,3913.197828,-2.051786,-3.572142,6.227525
13 Feb 2019 05:36:00.000,2204.868954,5431.722767,4098.071754,-2.124811,-3.751312,6.096380
13 Feb 2019 05:36:30.000,2140.055153,5316.541659,4278.921289,-2.195751,-3.926799,5.959255
13 Feb 2019 05:37:00.000,2073.145294,5196.153357,4455.569068,-2.264536,-4.098429,5.816286
13 Feb 2019 05:37:30.000,2004.205031,5070.676081,4627.841893,-2.331100,-4.266035,5.667616
13 Feb 2019 05:38:00.000,1933.302012,4940.233046,4795.570903,-2.395376,-4.429452,5.513391
13 Feb 2019 05:38:30.000,1860.505804,4804.952330,4958.591738,-2.457302,-4.588520,5.353764
13 Feb 2019 05:39:00.000,1785.887823,4664.966751,5116.744703,-2.516817,-4.743084,5.188894
13 Feb 2019 05:39:30.000,1709.521266,4520.413723,5269.874916,-2.573864,-4.892991,5.018943
13 Feb 2019 05:40:00.000,1631.481032,4371.435125,5417.832462,-2.628386,-5.038097,4.844079
13 Feb 2019 05:40:30.000,1551.843653,4218.177151,5560.472536,-2.680332,-5.178260,4.664475
13 Feb 2019 05:41:00.000,1470.687213,4060.790169,5697.655582,-2.729649,-5.313342,4.480308
13 Feb 2019 05:41:30.000,1388.091269,3899.428565,5829.247426,-2.776291,-5.443213,4.291759
13 Feb 2019 05:42:00.000,1304.136776,3734.250591,5955.119404,-2.820212,-5.567746,4.099015
13 Feb 2019 05:42:30.000,1218.906006,3565.418205,6075.148481,-2.861369,-5.686820,3.902265
13 Feb 2019 05:43:00.000,1132.482463,3393.096913,6189.217371,-2.899724,-5.800321,3.701703
13 Feb 2019 05:43:30.000,1044.950803,3217.455605,6297.214646,-2.935238,-5.908137,3.497525
13 Feb 2019 05:44:00.000,956.396754,3038.666382,6399.034839,-2.967878,-6.010165,3.289932
13 Feb 2019 05:44:30.000,866.907025,2856.904394,6494.578544,-2.997612,-6.106305,3.079127
13 Feb 2019 05:45:00.000,776.569226,2672.347665,6583.752508,-3.024411,-6.196466,2.865318
13 Feb 2019 05:45:30.000,685.471782,2485.176916,6666.469717,-3.048251,-6.280559,2.648713
13 Feb 2019 05:46:00.000,593.703847,2295.575392,6742.649476,-3.069108,-6.358505,2.429524
13 Feb 2019 05:46:30.000,501.355214,2103.728683,6812.217485,-3.086961,-6.430227,2.207966
13 Feb 2019 05:47:00.000,408.516232,1909.824541,6875.105907,-3.101795,-6.495656,1.984254
13 Feb 2019 05:47:30.000,315.277720,1714.052700,6931.253429,-3.113595,-6.554730,1.758609
13 Feb 2019 05:48:00.000,221.730871,1516.604694,6980.605319,-3.122349,-6.607392,1.531249
13 Feb 2019 05:48:30.000,127.967176,1317.673668,7023.113474,-3.128050,-6.653590,1.302397
13 Feb 2019 05:49:00.000,34.078325,1117.454193,7058.736469,-3.130693,-6.693281,1.072276
13 Feb 2019 05:49:30.000,-59.843875,916.142081,7087.439589,-3.130274,-6.726427,0.841110
13 Feb 2019 05:50:00.000,-153.707589,713.934194,7109.194862,-3.126794,-6.752995,0.609124
13 Feb 2019 05:50:30.000,-247.421043,511.028258,7123.981086,-3.120257,-6.772960,0.376544
13 Feb 2019 05:51:00.000,-340.892611,307.622668,7131.783849,-3.110670,-6.786302,0.143598
13 Feb 2019 05:51:30.000,-434.030905,103.916303,7132.595538,-3.098041,-6.793010,-0.089489
13 Feb 2019 05:52:00.000,-526.744860,-99.891667,7126.415350,-3.082383,-6.793075,-0.322490
13 Feb 2019 05:52:30.000,-618.943823,-303.601970,7113.249291,-3.063711,-6.786499,-0.555176
13 Feb 2019 05:53:00.000,-710.537638,-507.015428,7093.110171,-3.042043,-6.773287,-0.787323
13 Feb 2019 05:53:30.000,-801.436736,-709.933142,7066.017591,-3.017401,-6.753452,-1.018703
13 Feb 2019 05:54:00.000,-891.552216,-912.156686,7031.997929,-2.989807,-6.727013,-1.249091
13 Feb 2019 05:54:30.000,-980.795935,-1113.488297,6991.084312,-2.959288,-6.693994,-1.478262
13 Feb 2019 05:55:00.000,-1069.080591,-1313.731064,6943.316588,-2.925874,-6.654429,-1.705994
13 Feb 2019 05:55:30.000,-1156.319807,-1512.689120,6888.741291,-2.889598,-6.608353,-1.932063
13 Feb 2019 05:56:00.000,-1242.428215,-1710.167826,6827.411595,-2.850493,-6.555813,-2.156250
13 Feb 2019 05:56:30.000,-1327.321536,-1905.973966,6759.387270,-2.808598,-6.496857,-2.378335
13 Feb 2019 05:57:00.000,-1410.916666,-2099.915927,6684.734626,-2.763954,-6.431544,-2.598102
13 Feb 2019 05:57:30.000,-1493.131755,-2291.803888,6603.526449,-2.716603,-6.359935,-2.815335
13 Feb 2019 05:58:00.000,-1573.886286,-2481.450003,6515.841939,-2.666591,-6.282099,-3.029822
13 Feb 2019 05:58:30.000,-1653.101152,-2668.668585,6421.766634,-2.613967,-6.198112,-3.241352
13 Feb 2019 05:59:00.000,-1730.698739,-2853.276287,6321.392334,-2.558781,-6.108054,-3.449720
13 Feb 2019 05:59:30.000,-1806.602996,-3035.092280,6214.817013,-2.501088,-6.012013,-3.654719
13 Feb 2019 06:00:00.000,-1880.739514,-3213.938431,6102.144728,-2.440942,-5.910081,-3.856150
13 Feb 2019 06:00:30.000,-1953.035599,-3389.639481,5983.485525,-2.378402,-5.802356,-4.053814
13 Feb 2019 06:01:00.000,-2023.420341,-3562.023212,5858.955333,-2.313529,-5.688944,-4.247516
13 Feb 2019 06:01:30.000,-2091.824690,-3730.920624,5728.675857,-2.246387,-5.569954,-4.437067
13 Feb 2019 06:02:00.000,-2158.181521,-3896.166096,5592.774463,-2.177039,-5.445501,-4.622279
13 Feb 2019 06:02:30.000,-2222.425700,-4057.597557,5451.384055,-2.105555,-5.315707,-4.802970
13 Feb 2019 06:03:00.000,-2284.494155,-4215.056645,5304.642955,-2.032003,-5.180698,-4.978962
13 Feb 2019 06:03:30.000,-2344.325934,-4368.388864,5152.694763,-1.956456,-5.040605,-5.150080
13 Feb 2019 06:04:00.000,-2401.862271,-4517.443744,4995.688226,-1.878987,-4.895566,-5.316156
13 Feb 2019 06:04:30.000,-2457.046643,-4662.074986,4833.777093,-1.799671,-4.745721,-5.477025
13 Feb 2019 06:05:00.000,-2509.824827,-4802.140615,4667.119965,-1.718587,-4.591217,-5.632529
13 Feb 2019 06:05:30.000,-2560.144959,-4937.503125,4495.880144,-1.635815,-4.432205,-5.782512
13 Feb 2019 06:06:00.000,-2607.957585,-5068.029611,4320.225473,-1.551434,-4.268842,-5.926827
13 Feb 2019 06:06:30.000,-2653.215710,-5193.591913,4140.328175,-1.465529,-4.101288,-6.065330
13 Feb 2019 06:07:00.000,-2695.874850,-5314.066742,3956.364677,-1.378183,-3.929706,-6.197884
13 Feb 2019 06:07:30.000,-2735.893077,-5429.335807,3768.515447,-1.289483,-3.754266,-6.324357
13 Feb 2019 06:08:00.000,-2773.231060,-5539.285939,3576.964809,-1.199516,-3.575140,-6.444624
13 Feb 2019 06:08:30.000,-2807.852110,-5643.809201,3381.900761,-1.108369,-3.392505,-6.558565
13 Feb 2019 06:09:00.000,-2839.722216,-5742.803006,3183.514795,-1.016135,-3.206541,-6.666066
13 Feb 2019 06:09:30.000,-2868.810078,-5836.170219,2982.001697,-0.922902,-3.017431,-6.767023
13 Feb 2019 06:10:00.000,-2895.087147,-5923.819256,2777.559360,-0.828764,-2.825362,-6.861333
13 Feb 2019 06:10:30.000,-2918.527645,-6005.664183,2570.388585,-0.733814,-2.630523,-6.948903
13 Feb 2019 06:11:00.000,-2939.108602,-6081.624798,2360.692877,-0.638144,-2.433107,-7.029648
13 Feb 2019 06:11:30.000,-2956.809873,-6151.626720,2148.678242,-0.541851,-2.233310,-7.103486
13 Feb 2019 06:12:00.000,-2971.614161,-6215.601462,1934.552983,-0.445028,-2.031329,-7.170345
13 Feb 2019 06:12:30.000,-2983.507036,-6273.486501,1718.527482,-0.347773,-1.827364,-7.230158
13 Feb 2019 06:13:00.000,-2992.476949,-6325.225344,1500.813998,-0.250180,-1.621617,-7.282868
13 Feb 2019 06:13:30.000,-2998.515245,-6370.767585,1281.626444,-0.152348,-1.414292,-7.328422
13 Feb 2019 06:14:00.000,-3001.616172,-6410.068953,1061.180173,-0.054372,-1.205594,-7.366776
13 Feb 2019 06:14:30.000,-3001.776883,-6443.091362,839.691764,0.043650,-0.995730,-7.397893
13 Feb 2019 06:15:00.000,-2998.997443,-6469.802944,617.378796,0.141622,-0.784907,-7.421743
13 Feb 2019 06:15:30.000,-2993.280827,-6490.178081,394.459632,0.239446,-0.573335,-7.438303
13 Feb 2019 06:16:00.000,-2984.632916,-6504.197432,171.153196,0.337026,-0.361223,-7.447560
13 Feb 2019 06:16:30.000,-2973.062489,-6511.847948,-52.321247,0.434264,-0.148781,-7.449504
13 Feb 2019 06:17:00.000,-2958.581215,-6513.122882,-275.744318,0.531066,0.063780,-7.444136
13 Feb 2019 06:17:30.000,-2941.203639,-6508.021796,-498.896739,0.627336,0.276252,-7.431463
13 Feb 2019 06:18:00.000,-2920.947165,-6496.550554,-721.559560,0.722977,0.488423,-7.411499
13 Feb 2019 06:18:30.000,-2897.832039,-6478.721318,-943.514377,0.817897,0.700083,-7.384267
13 Feb 2019 06:19:00.000,-2871.881324,-6454.552525,-1164.543555,0.912001,0.911025,-7.349795
13 Feb 2019 06:19:30.000,-2843.120877,-6424.068868,-1384.430444,1.005197,1.121040,-7.308121
13 Feb 2019 06:20:00.000,-2811.579319,-6387.301266,-1602.959599,1.097394,1.329921,-7.259288
13 Feb 2019 06:20:30.000,-2777.288006,-6344.286827,-1819.916994,1.188500,1.537462,-7.203346
13 Feb 2019 06:21:00.000,-2740.280991,-6295.068803,-2035.090237,1.278426,1.743460,-7.140354
13 Feb 2019 06:21:30.000,-2700.594993,-6239.696545,-2248.268782,1.367084,1.947711,-7.070377
13 Feb 2019 06:22:00.000,-2658.269352,-6178.225442,-2459.244138,1.454388,2.150017,-6.993487
13 Feb 2019 06:22:30.000,-2613.345992,-6110.716864,-2667.810073,1.540252,2.350177,-6.909763
13 Feb 2019 06:23:00.000,-2565.869370,-6037.238092,-2873.762821,1.624592,2.547998,-6.819289
13 Feb 2019 06:23:30.000,-2515.886436,-5957.862243,-3076.901281,1.707326,2.743284,-6.722159
13 Feb 2019 06:24:00.000,-2463.446578,-5872.668191,-3277.027214,1.788374,2.935846,-6.618470
13 Feb 2019 06:24:30.000,-2408.601570,-5781.740483,-3473.945437,1.867656,3.125497,-6.508328
13 Feb 2019 06:25:00.000,-2351.405521,-5685.169244,-3667.464010,1.945097,3.312051,-6.391845
13 Feb 2019 06:25:30.000,-2291.914817,-5583.050085,-3857.394424,2.020621,3.495328,-6.269137
13 Feb 2019 06:26:00.000,-2230.188060,-5475.483999,-4043.551785,2.094155,3.675150,-6.140328
13 Feb 2019 06:26:30.000,-2166.286011,-5362.577252,-4225.754985,2.165629,3.851344,-6.005547
13 Feb 2019 06:27:00.000,-2100.271524,-5244.441276,-4403.826879,2.234973,4.023737,-5.864929
13 Feb 2019 06:27:30.000,-2032.209483,-5121.192549,-4577.594451,2.302121,4.192166,-5.718615
13 Feb 2019 06:28:00.000,-1962.166736,-4992.952475,-4746.888981,2.367009,4.356466,-5.566750
13 Feb 2019 06:28:30.000,-1890.212028,-4859.847257,-4911.546199,2.429575,4.516482,-5.409486
13 Feb 2019 06:29:00.000,-1816.415928,-4722.007771,-5071.406439,2.489758,4.672058,-5.246977
13 Feb 2019 06:29:30.000,-1740.850761,-4579.569429,-5226.314791,2.547503,4.823047,-5.079386
13 Feb 2019 06:30:00.000,-1663.590533,-4432.672042,-5376.121242,2.602753,4.969303,-4.906878
13 Feb 2019 06:30:30.000,-1584.710860,-4281.459680,-5520.680811,2.655457,5.110688,-4.729622
13 Feb 2019 06:31:00.000,-1504.288892,-4126.080525,-5659.853687,2.705564,5.247066,-4.547794
13 Feb 2019 06:31:30.000,-1422.403236,-3966.686725,-5793.505354,2.753027,5.378308,-4.361571
13 Feb 2019 06:32:00.000,-1339.133877,-3803.434242,-5921.506710,2.797803,5.504289,-4.171137
