"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
12 Feb 2019 22:20:00.000,542.987271,134.955594,-7142.848203,3.056117,6.782223,0.360445
12 Feb 2019 22:20:30.000,634.392793,338.324504,-7128.562070,3.037074,6.774567,0.591882
12 Feb 2019 22:21:00.000,725.182755,541.365114,-7107.340744,3.015083,6.760338,0.822752
12 Feb 2019 22:21:30.000,815.269030,743.880380,-7079.204595,2.990165,6.739548,1.052831
12 Feb 2019 22:22:00.000,904.564155,945.673739,-7044.180631,2.962344,6.712215,1.281900
12 Feb 2019 22:22:30.000,992.981414,1146.549300,-7002.302475,2.931646,6.678367,1.509738
12 Feb 2019 22:23:00.000,1080.434920,1346.312019,-6953.610332,2.898100,6.638033,1.736127
12 Feb 2019 22:23:30.000,1166.839693,1544.767885,-6898.150961,2.861737,6.591251,1.960849
12 Feb 2019 22:24:00.000,1252.111740,1741.724104,-6835.977632,2.822591,6.538065,2.183687
12 Feb 2019 22:24:30.000,1336.168139,1936.989271,-6767.150079,2.780701,6.478525,2.404426
12 Feb 2019 22:25:00.000,1418.927111,2130.373562,-6691.734452,2.736104,6.412685,2.622855
12 Feb 2019 22:25:30.000,1500.308099,2321.688904,-6609.803257,2.688843,6.340607,2.838761
12 Feb 2019 22:26:00.000,1580.231849,2510.749155,-6521.435295,2.638963,6.262359,3.051937
12 Feb 2019 22:26:30.000,1658.620480,2697.370283,-6426.715594,2.586511,6.178014,3.262175
12 Feb 2019 22:27:00.000,1735.397563,2881.370542,-6325.735335,2.531536,6.087650,3.469273
12 Feb 2019 22:27:30.000,1810.488191,3062.570641,-6218.591770,2.474090,5.991353,3.673029
12 Feb 2019 22:28:00.000,1883.819053,3240.793919,-6105.388140,2.414228,5.889213,3.873244
12 Feb 2019 22:28:30.000,1955.318509,3415.866518,-5986.233581,2.352007,5.781326,4.069725
12 Feb 2019 22:29:00.000,2024.916653,3587.617547,-5861.243030,2.287485,5.667794,4.262279
12 Feb 2019 22:29:30.000,2092.545387,3755.879251,-5730.537122,2.220724,5.548724,4.450718
12 Feb 2019 22:30:00.000,2158.138486,3920.487173,-5594.242080,2.151788,5.424229,4.634858
12 Feb 2019 22:30:30.000,2221.631664,4081.280318,-5452.489605,2.080741,5.294427,4.814517
12 Feb 2019 22:31:00.000,2282.962640,4238.101310,-5305.416755,2.007653,5.159441,4.989521
12 Feb 2019 22:31:30.000,2342.071199,4390.796548,-5153.165820,1.932593,5.019400,5.159695
12 Feb 2019 22:32:00.000,2398.899250,4539.216361,-4995.884195,1.855632,4.874437,5.324873
12 Feb 2019 22:32:30.000,2453.390893,4683.215157,-4833.724242,1.776845,4.724690,5.484891
12 Feb 2019 22:33:00.000,2505.492467,4822.651569,-4666.843150,1.696307,4.570303,5.639591
12 Feb 2019 22:33:30.000,2555.152614,4957.388599,-4495.402791,1.614096,4.411424,5.788819
12 Feb 2019 22:34:00.000,2602.322323,5087.293757,-4319.569567,1.530292,4.248205,5.932425
12 Feb 2019 22:34:30.000,2646.954989,5212.239198,-4139.514255,1.444974,4.080803,6.070269
12 Feb 2019 22:35:00.000,2689.006461,5332.101851,-3955.411848,1.358226,3.909380,6.202210
12 Feb 2019 22:35:30.000,2728.435082,5446.763550,-3767.441386,1.270132,3.734101,6.328119
12 Feb 2019 22:36:00.000,2765.201743,5556.111152,-3575.785788,1.180776,3.555135,6.447867
12 Feb 2019 22:36:30.000,2799.269917,5660.036660,-3380.631676,1.090247,3.372657,6.561334
12 Feb 2019 22:37:00.000,2830.605703,5758.437335,-3182.169199,0.998632,3.186843,6.668407
12 Feb 2019 22:37:30.000,2859.177863,5851.215802,-2980.591844,0.906020,2.997873,6.768976
12 Feb 2019 22:38:00.000,2884.957854,5938.280158,-2776.096252,0.812502,2.805933,6.862940
12 Feb 2019 22:38:30.000,2907.919862,6019.544066,-2568.882028,0.718170,2.611208,6.950204
12 Feb 2019 22:39:00.000,2928.040829,6094.926851,-2359.151543,0.623115,2.413889,7.030677
12 Feb 2019 22:39:30.000,2945.300483,6164.353585,-2147.109735,0.527431,2.214170,7.104279
12 Feb 2019 22:40:00.000,2959.681356,6227.755170,-1932.963912,0.431212,2.012245,7.170933
12 Feb 2019 22:40:30.000,2971.168809,6285.068410,-1716.923541,0.334552,1.808313,7.230572
12 Feb 2019 22:41:00.000,2979.751049,6336.236086,-1499.200044,0.237547,1.602574,7.283132
12 Feb 2019 22:41:30.000,2985.419141,6381.207014,-1280.006588,0.140291,1.395230,7.328560
12 Feb 2019 22:42:00.000,2988.167022,6419.936106,-1059.557870,0.042882,1.186485,7.366809
12 Feb 2019 22:42:30.000,2987.991510,6452.384418,-838.069903,-0.054586,0.976545,7.397837
12 Feb 2019 22:43:00.000,2984.892309,6478.519196,-615.759801,-0.152015,0.765617,7.421613
12 Feb 2019 22:43:30.000,2978.872008,6498.313912,-392.845559,-0.249310,0.553909,7.438109
12 Feb 2019 22:44:00.000,2969.936088,6511.748296,-169.545835,-0.346373,0.341629,7.447309
12 Feb 2019 22:44:30.000,2958.092912,6518.808363,53.920272,-0.443111,0.128989,7.449200
12 Feb 2019 22:45:00.000,2943.353718,6519.486423,277.333443,-0.539425,-0.083803,7.443779
12 Feb 2019 22:45:30.000,2925.732615,6513.781102,500.474359,-0.635222,-0.296535,7.431050
12 Feb 2019 22:46:00.000,2905.246564,6501.697337,723.123925,-0.730406,-0.508997,7.411025
12 Feb 2019 22:46:30.000,2881.915364,6483.246379,945.063490,-0.824883,-0.720979,7.383720
12 Feb 2019 22:47:00.000,2855.761633,6458.445782,1166.075071,-0.918559,-0.932271,7.349163
12 Feb 2019 22:47:30.000,2826.810786,6427.319385,1385.941571,-1.011341,-1.142664,7.307387
12 Feb 2019 22:48:00.000,2795.091009,6389.897291,1604.447001,-1.103139,-1.351949,7.258432
12 Feb 2019 22:48:30.000,2760.633231,6346.215835,1821.376698,-1.193859,-1.559920,7.202347
12 Feb 2019 22:49:00.000,2723.471095,6296.317551,2036.517542,-1.283414,-1.766370,7.139185
12 Feb 2019 22:49:30.000,2683.640918,6240.251123,2249.658169,-1.371714,-1.971095,7.069010
12 Feb 2019 22:50:00.000,2641.181662,6178.071342,2460.589192,-1.458671,-2.173893,6.991890
12 Feb 2019 22:50:30.000,2596.134887,6109.839045,2669.103402,-1.544200,-2.374562,6.907902
12 Feb 2019 22:51:00.000,2548.544714,6035.621052,2874.995984,-1.628217,-2.572905,6.817129
12 Feb 2019 22:51:30.000,2498.457777,5955.490101,3078.064720,-1.710637,-2.768726,6.719661
12 Feb 2019 22:52:00.000,2445.923175,5869.524769,3278.110193,-1.791380,-2.961831,6.615595
12 Feb 2019 22:52:30.000,2390.992424,5777.809393,3474.935986,-1.870367,-3.152030,6.505034
12 Feb 2019 22:53:00.000,2333.719401,5680.433981,3668.348875,-1.947519,-3.339135,6.388087
12 Feb 2019 22:53:30.000,2274.160293,5577.494121,3858.159027,-2.022760,-3.522962,6.264871
12 Feb 2019 22:54:00.000,2212.373536,5469.090881,4044.180184,-2.096016,-3.703330,6.135509
12 Feb 2019 22:54:30.000,2148.419755,5355.330703,4226.229851,-2.167216,-3.880061,6.000128
12 Feb 2019 22:55:00.000,2082.361707,5236.325300,4404.129472,-2.236289,-4.052982,5.858863
12 Feb 2019 22:55:30.000,2014.264211,5112.191532,4577.704609,-2.303167,-4.221923,5.711853
12 Feb 2019 22:56:00.000,1944.194087,4983.051295,4746.785110,-2.367786,-4.386718,5.559246
12 Feb 2019 22:56:30.000,1872.220084,4849.031390,4911.205278,-2.430082,-4.547207,5.401191
12 Feb 2019 22:57:00.000,1798.412814,4710.263397,5070.804032,-2.489994,-4.703231,5.237845
12 Feb 2019 22:57:30.000,1722.844680,4566.883540,5225.425060,-2.547463,-4.854639,5.069371
12 Feb 2019 22:58:00.000,1645.589801,4419.032550,5374.916975,-2.602434,-5.001282,4.895933
12 Feb 2019 22:58:30.000,1566.723939,4266.855522,5519.133456,-2.654853,-5.143018,4.717705
12 Feb 2019 22:59:00.000,1486.324424,4110.501767,5657.933391,-2.704670,-5.279708,4.534861
12 Feb 2019 22:59:30.000,1404.470076,3950.124665,5791.181011,-2.751834,-5.411219,4.347582
12 Feb 2019 23:00:00.000,1321.241127,3785.881511,5918.746021,-2.796302,-5.537423,4.156052
12 Feb 2019 23:00:30.000,1236.719139,3617.933356,6040.503719,-2.838030,-5.658199,3.960460
12 Feb 2019 23:01:00.000,1150.986927,3446.444845,6156.335119,-2.876978,-5.773428,3.760999
12 Feb 2019 23:01:30.000,1064.128473,3271.584062,6266.127060,-2.913107,-5.882999,3.557863
12 Feb 2019 23:02:00.000,976.228849,3093.522352,6369.772313,-2.946384,-5.986806,3.351254
12 Feb 2019 23:02:30.000,887.374128,2912.434163,6467.169679,-2.976775,-6.084748,3.141372
12 Feb 2019 23:03:00.000,797.651302,2728.496866,6558.224088,-3.004253,-6.176731,2.928425
12 Feb 2019 23:03:30.000,707.148198,2541.890586,6642.846682,-3.028790,-6.262666,2.712620
12 Feb 2019 23:04:00.000,615.953390,2352.798025,6720.954902,-3.050363,-6.342470,2.494169
12 Feb 2019 23:04:30.000,524.156116,2161.404281,6792.472561,-3.068951,-6.416066,2.273286
12 Feb 2019 23:05:00.000,431.846189,1967.896673,6857.329913,-3.084537,-6.483383,2.050185
12 Feb 2019 23:05:30.000,339.113910,1772.464555,6915.463720,-3.097106,-6.544356,1.825086
12 Feb 2019 23:06:00.000,246.049983,1575.299133,6966.817311,-3.106646,-6.598927,1.598208
12 Feb 2019 23:06:30.000,152.745426,1376.593283,7011.340629,-3.113147,-6.647044,1.369772
12 Feb 2019 23:07:00.000,59.291484,1176.541363,7048.990280,-3.116604,-6.688658,1.140001
12 Feb 2019 23:07:30.000,-34.220460,975.339024,7079.729570,-3.117014,-6.723732,0.909119
12 Feb 2019 23:08:00.000,-127.698972,773.183026,7103.528544,-3.114376,-6.752231,0.677351
12 Feb 2019 23:08:30.000,-221.052653,570.271046,7120.364006,-3.108693,-6.774127,0.444922
12 Feb 2019 23:09:00.000,-314.190229,366.801488,7130.219544,-3.099970,-6.789400,0.212060
12 Feb 2019 23:09:30.000,-407.020640,162.973294,7133.085545,-3.088217,-6.798034,-0.021009
12 Feb 2019 23:10:00.000,-499.453121,-41.014246,7128.959202,-3.073444,-6.800022,-0.254058
12 Feb 2019 23:10:30.000,-591.397296,-244.961687,7117.844520,-3.055666,-6.795361,-0.486861
12 Feb 2019 23:11:00.000,-682.763259,-448.669620,7099.752306,-3.034900,-6.784056,-0.719189
12 Feb 2019 23:11:30.000,-773.461667,-651.938860,7074.700167,-3.011166,-6.766117,-0.950818
12 Feb 2019 23:12:00.000,-863.403817,-854.570643,7042.712490,-2.984487,-6.741562,-1.181521
12 Feb 2019 23:12:30.000,-952.501739,-1056.366809,7003.820418,-2.954889,-6.710413,-1.411073
12 Feb 2019 23:13:00.000,-1040.668277,-1257.130001,6958.061827,-2.922400,-6.672702,-1.639252
12 Feb 2019 23:13:30.000,-1127.817171,-1456.663846,6905.481288,-2.887051,-6.628463,-1.865833
12 Feb 2019 23:14:00.000,-1213.863145,-1654.773153,6846.130027,-2.848878,-6.577740,-2.090596
12 Feb 2019 23:14:30.000,-1298.721988,-1851.264094,6780.065880,-2.807916,-6.520580,-2.313322
12 Feb 2019 23:15:00.000,-1382.310633,-2045.944393,6707.353239,-2.764205,-6.457040,-2.533793
12 Feb 2019 23:15:30.000,-1464.547239,-2238.623517,6628.062992,-2.717787,-6.387179,-2.751793
12 Feb 2019 23:16:00.000,-1545.351273,-2429.112855,6542.272460,-2.668707,-6.311065,-2.967109
12 Feb 2019 23:16:30.000,-1624.643586,-2617.225903,6450.065327,-2.617014,-6.228772,-3.179531
12 Feb 2019 23:17:00.000,-1702.346490,-2802.778448,6351.531558,-2.562756,-6.140379,-3.388850
12 Feb 2019 23:17:30.000,-1778.383837,-2985.588745,6246.767321,-2.505986,-6.045970,-3.594861
12 Feb 2019 23:18:00.000,-1852.681092,-3165.477698,6135.874896,-2.446759,-5.945638,-3.797361
12 Feb 2019 23:18:30.000,-1925.165406,-3342.269032,6018.962576,-2.385133,-5.839479,-3.996153
12 Feb 2019 23:19:00.000,-1995.765692,-3515.789473,5896.144575,-2.321167,-5.727596,-4.191041
12 Feb 2019 23:19:30.000,-2064.412690,-3685.868914,5767.540909,-2.254924,-5.610097,-4.381832
12 Feb 2019 23:20:00.000,-2131.039040,-3852.340583,5633.277294,-2.186469,-5.487097,-4.568339
12 Feb 2019 23:20:30.000,-2195.579350,-4015.041216,5493.485018,-2.115866,-5.358715,-4.750378
12 Feb 2019 23:21:00.000,-2257.970258,-4173.811210,5348.300826,-2.043187,-5.225076,-4.927769
12 Feb 2019 23:21:30.000,-2318.150499,-4328.494792,5197.866780,-1.968501,-5.086310,-5.100338
12 Feb 2019 23:22:00.000,-2376.060966,-4478.940168,5042.330130,-1.891881,-4.942553,-5.267914
12 Feb 2019 23:22:30.000,-2431.644771,-4624.999682,4881.843170,-1.813403,-4.793944,-5.430331
12 Feb 2019 23:23:00.000,-2484.847300,-4766.529959,4716.563092,-1.733143,-4.640629,-5.587428
12 Feb 2019 23:23:30.000,-2535.616273,-4903.392054,4546.651834,-1.651180,-4.482758,-5.739050
12 Feb 2019 23:24:00.000,-2583.901794,-5035.451595,4372.275922,-1.567593,-4.320485,-5.885046
12 Feb 2019 23:24:30.000,-2629.656403,-5162.578913,4193.606310,-1.482466,-4.153970,-6.025272
12 Feb 2019 23:25:00.000,-2672.835128,-5284.649181,4010.818210,-1.395882,-3.983377,-6.159589
12 Feb 2019 23:25:30.000,-2713.395527,-5401.542538,3824.090921,-1.307926,-3.808872,-6.287863
12 Feb 2019 23:26:00.000,-2751.297736,-5513.144214,3633.607654,-1.218684,-3.630628,-6.409966
12 Feb 2019 23:26:30.000,-2786.504507,-5619.344645,3439.555350,-1.128245,-3.448820,-6.525778
12 Feb 2019 23:27:00.000,-2818.981248,-5720.039590,3242.124494,-1.036698,-3.263626,-6.635184
12 Feb 2019 23:27:30.000,-2848.696062,-5815.130232,3041.508927,-0.944132,-3.075231,-6.738075
12 Feb 2019 23:28:00.000,-2875.619777,-5904.523286,2837.905652,-0.850640,-2.883819,-6.834348
12 Feb 2019 23:28:30.000,-2899.725975,-5988.131093,2631.514639,-0.756314,-2.689580,-6.923908
12 Feb 2019 23:29:00.000,-2920.991024,-6065.871708,2422.538620,-0.661246,-2.492706,-7.006667
12 Feb 2019 23:29:30.000,-2939.394102,-6137.668988,2211.182892,-0.565532,-2.293392,-7.082543
12 Feb 2019 23:30:00.000,-2954.917216,-6203.452669,1997.655105,-0.469265,-2.091834,-7.151459
12 Feb 2019 23:30:30.000,-2967.545221,-6263.158436,1782.165058,-0.372541,-1.888232,-7.213350
12 Feb 2019 23:31:00.000,-2977.265840,-6316.727993,1564.924482,-0.275455,-1.682787,-7.268152
12 Feb 2019 23:31:30.000,-2984.069672,-6364.109119,1346.146828,-0.178104,-1.475704,-7.315813
12 Feb 2019 23:32:00.000,-2987.950205,-6405.255722,1126.047054,-0.080585,-1.267187,-7.356287
12 Feb 2019 23:32:30.000,-2988.903818,-6440.127887,904.841403,0.017007,-1.057443,-7.389533
12 Feb 2019 23:33:00.000,-2986.929791,-6468.691914,682.747186,0.114575,-0.846680,-7.415520
12 Feb 2019 23:33:30.000,-2982.030298,-6490.920350,459.982562,0.212022,-0.635106,-7.434224
12 Feb 2019 23:34:00.000,-2974.210411,-6506.792018,236.766317,0.309252,-0.422930,-7.445627
12 Feb 2019 23:34:30.000,-2963.478088,-6516.292035,13.317640,0.406169,-0.210364,-7.449719
12 Feb 2019 23:35:00.000,-2949.844169,-6519.411825,-210.144095,0.502676,0.002383,-7.446498
12 Feb 2019 23:35:30.000,-2933.322359,-6516.149125,-433.399555,0.598679,0.215100,-7.435969
12 Feb 2019 23:36:00.000,-2913.929216,-6506.507982,-656.229667,0.694083,0.427578,-7.418144
12 Feb 2019 23:36:30.000,-2891.684134,-6490.498751,-878.415842,0.788793,0.639605,-7.393044
12 Feb 2019 23:37:00.000,-2866.609316,-6468.138072,-1099.740191,0.882717,0.850973,-7.360695
12 Feb 2019 23:37:30.000,-2838.729755,-6439.448857,-1319.985751,0.975761,1.061473,-7.321131
12 Feb 2019 23:38:00.000,-2808.073205,-6404.460257,-1538.936697,1.067834,1.270898,-7.274395
12 Feb 2019 23:38:30.000,-2774.670148,-6363.207628,-1756.378561,1.158847,1.479041,-7.220534
12 Feb 2019 23:39:00.000,-2738.553768,-6315.732494,-1972.098446,1.248708,1.685698,-7.159606
12 Feb 2019 23:39:30.000,-2699.759906,-6262.082492,-2185.885240,1.337331,1.890666,-7.091672
12 Feb 2019 23:40:00.000,-2658.327028,-6202.311326,-2397.529822,1.424628,2.093743,-7.016804
12 Feb 2019 23:40:30.000,-2614.296184,-6136.478701,-2606.825274,1.510515,2.294730,-6.935077
12 Feb 2019 23:41:00.000,-2567.710957,-6064.650261,-2813.567082,1.594907,2.493431,-6.846575
12 Feb 2019 23:41:30.000,-2518.617427,-5986.897511,-3017.553341,1.677722,2.689652,-6.751388
12 Feb 2019 23:42:00.000,-2467.064112,-5903.297746,-3218.584947,1.758879,2.883201,-6.649614
12 Feb 2019 23:42:30.000,-2413.101925,-5813.933961,-3416.465797,1.838301,3.073889,-6.541355
12 Feb 2019 23:43:00.000,-2356.784115,-5718.894765,-3611.002978,1.915908,3.261531,-6.426720
12 Feb 2019 23:43:30.000,-2298.166214,-5618.274283,-3802.006954,1.991628,3.445945,-6.305826
12 Feb 2019 23:44:00.000,-2237.305977,-5512.172058,-3989.291748,2.065385,3.626951,-6.178795
12 Feb 2019 23:44:30.000,-2174.263326,-5400.692945,-4172.675119,2.137110,3.804375,-6.045752
12 Feb 2019 23:45:00.000,-2109.100282,-5283.946999,-4351.978741,2.206733,3.978045,-5.906833
12 Feb 2019 23:45:30.000,-2041.880909,-5162.049363,-4527.028366,2.274188,4.147793,-5.762175
12 Feb 2019 23:46:00.000,-1972.671240,-5035.120144,-4697.653996,2.339409,4.313456,-5.611923
12 Feb 2019 23:46:30.000,-1901.539216,-4903.284292,-4863.690036,2.402334,4.474875,-5.456227
12 Feb 2019 23:47:00.000,-1828.554616,-4766.671468,-5024.975452,2.462904,4.631894,-5.295240
12 Feb 2019 23:47:30.000,-1753.788982,-4625.415915,-5181.353922,2.521060,4.784364,-5.129123
12 Feb 2019 23:48:00.000,-1677.315556,-4479.656320,-5332.673980,2.576747,4.932139,-4.958040
12 Feb 2019 23:48:30.000,-1599.209197,-4329.535672,-5478.789153,2.629913,5.075077,-4.782159
12 Feb 2019 23:49:00.000,-1519.546313,-4175.201120,-5619.558099,2.680506,5.213042,-4.601653
12 Feb 2019 23:49:30.000,-1438.404785,-4016.803826,-5754.844734,2.728481,5.345903,-4.416701
12 Feb 2019 23:50:00.000,-1355.863887,-3854.498811,-5884.518354,2.773790,5.473535,-4.227482
12 Feb 2019 23:50:30.000,-1272.004211,-3688.444806,-6008.453757,2.816391,5.595815,-4.034184
12 Feb 2019 23:51:00.000,-1186.907587,-3518.804094,-6126.531349,2.856246,5.712628,-3.836994
12 Feb 2019 23:51:30.000,-1100.657004,-3345.742350,-6238.637258,2.893315,5.823864,-3.636104
12 Feb 2019 23:52:00.000,-1013.336531,-3169.428478,-6344.663429,2.927565,5.929417,-3.431711
12 Feb 2019 23:52:30.000,-925.031233,-2990.034452,-6444.507724,2.958964,6.029189,-3.224013
12 Feb 2019 23:53:00.000,-835.827093,-2807.735144,-6538.074009,2.987483,6.123086,-3.013212
12 Feb 2019 23:53:30.000,-745.810927,-2622.708161,-6625.272238,3.013094,6.211018,-2.799511
12 Feb 2019 23:54:00.000,-655.070302,-2435.133670,-6706.018535,3.035776,6.292905,-2.583119
12 Feb 2019 23:54:30.000,-563.693454,-2245.194228,-6780.235263,3.055505,6.368668,-2.364243
12 Feb 2019 23:55:00.000,-471.769204,-2053.074611,-6847.851094,3.072266,6.438237,-2.143096
12 Feb 2019 23:55:30.000,-379.386873,-1858.961634,-6908.801069,3.086041,6.501546,-1.919890
12 Feb 2019 23:56:00.000,-286.636200,-1663.043978,-6963.026652,3.096819,6.558538,-1.694841
12 Feb 2019 23:56:30.000,-193.607256,-1465.512012,-7010.475785,3.104591,6.609157,-1.468165
12 Feb 2019 23:57:00.000,-100.390363,-1266.557612,-7051.102928,3.109348,6.653358,-1.240080
12 Feb 2019 23:57:30.000,-7.076003,-1066.373984,-7084.869101,3.111088,6.691098,-1.010806
12 Feb 2019 23:58:00.000,86.245257,-865.155482,-7111.741915,3.109808,6.722343,-0.780562
12 Feb 2019 23:58:30.000,179.482859,-663.097427,-7131.695598,3.105511,6.747064,-0.549570
12 Feb 2019 23:59:00.000,272.546331,-460.395923,-7144.711022,3.098200,6.765236,-0.318051
12 Feb 2019 23:59:30.000,365.345373,-257.247679,-7150.775714,3.087884,6.776844,-0.086227
13 Feb 2019 00:00:00.000,457.789945,-53.849821,-7149.883870,3.074571,6.781876,0.145678
13 Feb 2019 00:00:30.000,549.790344,149.600288,-7142.036357,3.058275,6.780327,0.377444
13 Feb 2019 00:01:00.000,641.257292,352.905232,-7127.240716,3.039010,6.772199,0.608847
13 Feb 2019 00:01:30.000,732.102019,555.867727,-7105.511149,3.016797,6.757499,0.839666
13 Feb 2019 00:02:00.000,822.236340,758.290800,-7076.868516,2.991654,6.736241,1.069679
13 Feb 2019 00:02:30.000,911.572747,959.977980,-7041.340310,2.963607,6.708444,1.298665
13 Feb 2019 00:03:00.000,1000.024481,1160.733474,-6998.960636,2.932681,6.674134,1.526405
13 Feb 2019 00:03:30.000,1087.505619,1360.362351,-6949.770183,2.898906,6.633343,1.752679
13 Feb 2019 00:04:00.000,1173.931152,1558.670727,-6893.816187,2.862314,6.586109,1.977270
13 Feb 2019 00:04:30.000,1259.217066,1755.465945,-6831.152394,2.822939,6.532475,2.199961
13 Feb 2019 00:05:00.000,1343.280421,1950.556754,-6761.839009,2.780817,6.472492,2.420538
13 Feb 2019 00:05:30.000,1426.039429,2143.753491,-6685.942652,2.735990,6.406215,2.638789
13 Feb 2019 00:06:00.000,1507.413530,2334.868261,-6603.536292,2.688498,6.333707,2.854502
13 Feb 2019 00:06:30.000,1587.323473,2523.715112,-6514.699188,2.638388,6.255034,3.067469
13 Feb 2019 00:07:00.000,1665.691388,2710.110211,-6419.516823,2.585705,6.170271,3.277485
13 Feb 2019 00:07:30.000,1742.440861,2893.872026,-6318.080825,2.530501,6.079497,3.484344
13 Feb 2019 00:08:00.000,1817.497009,3074.821489,-6210.488889,2.472827,5.982798,3.687847
13 Feb 2019 00:08:30.000,1890.786553,3252.782179,-6096.844690,2.412738,5.880263,3.887795
13 Feb 2019 00:09:00.000,1962.237886,3427.580484,-5977.257795,2.350290,5.771990,4.083994
13 Feb 2019 00:09:30.000,2031.781147,3599.045772,-5851.843561,2.285544,5.658081,4.276253
13 Feb 2019 00:10:00.000,2099.348287,3767.010559,-5720.723037,2.218560,5.538644,4.464383
13 Feb 2019 00:10:30.000,2164.873138,3931.310670,-5584.022851,2.149403,5.413791,4.648200
13 Feb 2019 00:11:00.000,2228.291477,4091.785403,-5441.875103,2.078138,5.283640,4.827524
13 Feb 2019 00:11:30.000,2289.541091,4248.277683,-5294.417237,2.004833,5.148316,5.002179
13 Feb 2019 00:12:00.000,2348.561841,4400.634225,-5141.791923,1.929559,5.007947,5.171993
13 Feb 2019 00:12:30.000,2405.295719,4548.705679,-4984.146926,1.852388,4.862668,5.336798
13 Feb 2019 00:13:00.000,2459.686912,4692.346787,-4821.634966,1.773393,4.712616,5.496432
13 Feb 2019 00:13:30.000,2511.681856,4831.416523,-4654.413581,1.692651,4.557935,5.650735
13 Feb 2019 00:14:00.000,2561.229292,4965.778243,-4482.644981,1.610239,4.398774,5.799555
13 Feb 2019 00:14:30.000,2608.280317,5095.299816,-4306.495894,1.526237,4.235285,5.942744
13 Feb 2019 00:15:00.000,2652.788439,5219.853766,-4126.137415,1.440726,4.067626,6.080159
13 Feb 2019 00:15:30.000,2694.709626,5339.317400,-3941.744836,1.353789,3.895958,6.211663
13 Feb 2019 00:16:00.000,2734.002346,5453.572936,-3753.497490,1.265509,3.720447,6.337123
13 Feb 2019 00:16:30.000,2770.627621,5562.507626,-3561.578574,1.175974,3.541264,6.456415
13 Feb 2019 00:17:00.000,2804.549059,5666.013872,-3366.174975,1.085268,3.358580,6.569417
13 Feb 2019 00:17:30.000,2835.732904,5763.989340,-3167.477094,0.993482,3.172575,6.676016
13 Feb 2019 00:18:00.000,2864.148062,5856.337072,-2965.678656,0.900704,2.983428,6.776104
13 Feb 2019 00:18:30.000,2889.766144,5942.965581,-2760.976527,0.807025,2.791324,6.869580
13 Feb 2019 00:19:00.000,2912.561493,6023.788957,-2553.570521,0.712537,2.596450,6.956348
13 Feb 2019 00:19:30.000,2932.511214,6098.726954,-2343.663207,0.617332,2.398997,7.036320
13 Feb 2019 00:20:00.000,2949.595201,6167.705079,-2131.459703,0.521504,2.199157,7.109415
13 Feb 2019 00:20:30.000,2963.796159,6230.654674,-1917.167483,0.425146,1.997127,7.175557
13 Feb 2019 00:21:00.000,2975.099626,6287.512985,-1700.996166,0.328353,1.793105,7.234677
13 Feb 2019 00:21:30.000,2983.493987,6338.223241,-1483.157309,0.231221,1.587290,7.286716
13 Feb 2019 00:22:00.000,2988.970493,6382.734707,-1263.864201,0.133845,1.379885,7.331619
13 Feb 2019 00:22:30.000,2991.523270,6421.002747,-1043.331641,0.036322,1.171095,7.369339
13 Feb 2019 00:23:00.000,2991.149328,6452.988871,-821.775733,-0.061253,0.961125,7.399836
13 Feb 2019 00:23:30.000,2987.848564,6478.660780,-599.413663,-0.158784,0.750182,7.423078
13 Feb 2019 00:24:00.000,2981.623770,6497.992405,-376.463484,-0.256173,0.538474,7.439040
13 Feb 2019 00:24:30.000,2972.480625,6510.963932,-153.143893,-0.353324,0.326210,7.447703
13 Feb 2019 00:25:00.000,2960.427698,6517.561833,70.325985,-0.450142,0.113600,7.449057
13 Feb 2019 00:25:30.000,2945.476436,6517.778876,293.726824,-0.546531,-0.099146,7.443100
13 Feb 2019 00:26:00.000,2927.641156,6511.614142,516.839312,-0.642394,-0.311817,7.429835
13 Feb 2019 00:26:30.000,2906.939030,6499.073024,739.444379,-0.737638,-0.524203,7.409274
13 Feb 2019 00:27:00.000,2883.390072,6480.167226,961.323414,-0.832167,-0.736094,7.381436
13 Feb 2019 00:27:30.000,2857.017115,6454.914751,1182.258492,-0.925888,-0.947280,7.346348
13 Feb 2019 00:28:00.000,2827.845791,6423.339887,1402.032588,-1.018709,-1.157551,7.304043
13 Feb 2019 00:28:30.000,2795.904505,6385.473181,1620.429803,-1.110537,-1.366701,7.254563
13 Feb 2019 00:29:00.000,2761.224405,6341.351410,1837.235578,-1.201281,-1.574521,7.197955
13 Feb 2019 00:29:30.000,2723.839352,6291.017542,2052.236914,-1.290852,-1.780806,7.134276
13 Feb 2019 00:30:00.000,2683.785886,6234.520695,2265.222587,-1.379160,-1.985351,7.063588
13 Feb 2019 00:30:30.000,2641.103188,6171.916084,2475.983357,-1.466119,-2.187956,6.985962
13 Feb 2019 00:31:00.000,2595.833039,6103.264967,2684.312187,-1.551642,-2.388418,6.901472
13 Feb 2019 00:31:30.000,2548.019782,6028.634580,2890.004444,-1.635645,-2.586540,6.810205
13 Feb 2019 00:32:00.000,2497.710270,5948.098068,3092.858109,-1.718045,-2.782126,6.712249
13 Feb 2019 00:32:30.000,2444.953822,5861.734410,3292.673976,-1.798761,-2.974984,6.607702
13 Feb 2019 00:33:00.000,2389.802173,5769.628335,3489.255856,-1.877712,-3.164922,6.496667
